가구별 일련번호,가구구분,가구원수,취업인원수,노인가구,모자가구,맞벌이가구,일반가구,세대구분,배우자유무,가구주_가구주와의 관계,가구주_성별,가구주_연령,가구주_학력,가구주_취업여부,가구주_산업코드,가구주_직업코드,가구주_종사상지위,취업배우자,학업배우자,기타배우자,취업자녀수,학업자녀수,기타자녀수,거처구분,자동차 보유댓수(휘발유+경우+LPG),입주형태,월세평가액,전세보증금,월세,주거용 전용면적,주택소유구분,가중치(weight),소득10분위코드(전국_전체가구),소득10분위코드(전국_근로자가구),소득10분위코드(전국_근로자외가구),소득10분위코드(도시_전체가구l),소득10분위코드(도시_근로자가구),소득10분위코드(도시_근로자외가구),소득구간,가계지출,소비지출,01. 식료품 · 비주류음료,곡물,곡물가공품,빵 및 떡류,육류,육류가공품,신선수산동물,염건수산동물,기타수산동물가공,유제품 및 알,유지류,과일 및 과일가공품,채소 및 채소가공품,해조 및 해조가공품,당류 및 과자류,조미식품,기타식품,커피 및 차,쥬스 및 기타음료,02. 주류 · 담배,주류,담배,03. 의류 · 신발,직물 및 외의,내의,기타의복,의복관련서비스,신발,신발서비스,04. 주거 · 수도 · 광열,실제주거비,주택유지 및 수선,상하수도 및 폐기물처리,기타주거관련서비스,연료비,05. 가정용품 · 가사서비스,가구 및 조명,실내장식,가구·조명 및 장식서비스,가정용 섬유,가전 및 가정용기기,가전관련서비스,가사용품,가정용공구 및 기타,가사소모품,가사서비스,06. 보건,의약품,의료용소모품,보건의료용품 및 기구,외래의료서비스,치과서비스,기타의료서비스,입원서비스,07. 교통,자동차구입,기타운송기구구입,운송기구유지 및 수리,운송기구 연료비,기타개인교통서비스,철도운송,육상운송,기타운송,기타교통관련서비스,08. 통신,우편서비스,통신장비,통신서비스,09. 오락·문화,영상음향기기,사진광학장비,정보처리장치,기록매체,영상음향 및 정보기기수리,오락문화 내구재,악기기구,오락문화내구재 유지 및 수리,장난감 및 취미용품,캠핑 및 운동관련용품,화훼관련용품,애완동물관련물품,화훼 및 애완동물서비스,운동 및 오락서비스,문화서비스,복권,서적,기타인쇄물,문구,단체여행비,10. 교육,정규교육,초등교육,중등교육,고등교육,학원 및 보습교육,학생학원교육,성인학원교육,기타교육,11. 음식·숙박,식사비,숙박비,12. 기타 상품 및 서비스,이미용서비스,이미용 기기,위생 및 이미용용품,시계 및 장신구,기타개인용품,복지시설,보험,기타금융,기타서비스,비소비지출,경상조세,비경상조세,연금 기여금,사회보험,이자비용,가구간 이전지출,비영리단체로 이전,도시/읍면부 구분,연차구분,engel,freetime,happy,years,,,
275,1,4,2,0,0,0,1,2,1,1,1,53,8,1,J,1,1,0,0,0,0,0,0,2,1,6,3500,750000,900,169,1,3738.7191,10,9,,10,9,,8,4128447.25,3919447.25,170060.5,4150,5031.75,16329.25,32988.25,5084.25,0,0,484.25,14430,0,37710.75,26837.25,1089.25,1988.25,3610.75,10234.25,9012.5,1080,2916.75,2916.75,0,188393.25,115913.25,6271.75,44150,10000,12058.25,0,1308532.5,225000,909452.5,13816.75,77677.5,82585.75,911890.75,330175.75,5874.25,131666.75,33601.75,242454.25,14950,58114.25,3165,6055.75,85833.25,159390,1518.25,3424.25,48250,36405.75,0,0,69791.75,170679.25,0,0,666.75,9166.75,2163.25,0,0,17015.75,141666.75,31762.25,0,0,31762.25,360858.25,250000,0,0,0,0,0,0,0,0,0,0,16342.5,0,13583.25,23279.25,0,50248.25,0,7405,0,265000,0,0,0,0,265000,265000,0,0,260991.75,260991.75,0,88972,49166.75,0,20549.25,0,0,0,19256.25,0,0,209000,42762.5,0,75150,85004.25,0,0,6083.25,1,6,4.3,9.2,212.2,6,,,
297,1,2,1,0,0,0,1,1,3,1,1,34,6,1,J,2,1,0,0,0,0,0,0,2,0,1,1200,0,0,59,1,1575.5132,6,5,,6,5,,4,1489027,1276364.5,60760,9000,3162.5,23400,0,0,0,0,0,4970,1110,0,0,0,2900,0,10975,750,4492.5,15750,0,15750,11375,0,0,0,0,11375,0,69042.5,0,0,4277.5,43060,21705,19725,0,0,0,0,15000,0,0,0,4725,0,24875,2375,0,22500,0,0,0,0,298365,0,0,118000,19105,32847.5,25600,50200,38162.5,14450,258067.5,0,203750,54317.5,232015,0,0,3125,0,0,0,0,0,5800,13000,0,7925,0,109125,36697.5,3462.5,39980,0,12900,0,0,0,0,0,0,0,0,0,0,238650,238650,0,47739.5,5000,0,33280,8225,0,0,134.5,0,1100,212662.5,4297.5,0,73305,86375,40222.5,3462.5,5000,1,3,4.8,18.2,381.9,3,,,
300,1,3,2,0,0,1,0,2,1,1,1,46,6,1,J,2,1,0,0,0,0,0,0,2,1,4,1200,350000,0,88,2,703.7492,9,9,,9,9,,8,1486064.333,873047.6667,125083.3333,0,9863.333333,17400,38330,2616.666667,0,0,0,16733.33333,7366.666667,6720,14723.33333,500,4536.666667,750,1993.333333,2133.333333,1416.666667,0,0,0,0,0,0,0,0,0,0,100863.3333,0,5633.333333,13050,43613.33333,38566.66667,9300,0,0,0,0,0,5300,0,3133.333333,866.6666667,0,140366.6667,10380,9820,0,120166.6667,0,0,0,85516.66667,0,0,0,26666.66667,566.6666667,0,19133.33333,39150,0,45996.66667,0,0,45996.66667,34716.66667,0,0,0,0,0,0,0,0,0,0,0,0,0,23333.33333,6316.666667,0,4066.666667,0,1000,0,0,0,0,0,0,0,0,0,0,273833.3333,273833.3333,0,57371,5000,0,0,6533.333333,0,0,45837.66667,0,0,613016.6667,120836.6667,0,189756.6667,131560,76196.66667,33333.33333,61333.33333,1,5,14.3,4,27.8,5,,,
323,1,4,2,0,0,1,0,2,1,1,1,39,6,1,J,3,1,0,0,0,0,0,0,2,1,4,2480,600000,0,79,1,1144.3177,10,10,,10,10,,8,2348419.25,1781881.75,57272.5,0,1492.5,1825,24050,3990,0,0,5742.5,5397.5,0,5477.5,3692.5,0,3360,997.5,1247.5,0,0,16497.5,16497.5,0,15500,0,0,0,15500,0,0,43647.5,0,0,10305,15747.5,17595,7970,0,0,0,0,0,0,0,0,7970,0,41247.5,9175,9647.5,0,22425,0,0,0,80075,0,0,0,40000,0,24000,6075,10000,0,31942.5,0,0,31942.5,41025,0,0,0,0,0,0,0,0,17500,0,0,0,0,22900,625,0,0,0,0,0,1000437.5,0,0,0,0,1000437.5,1000437.5,0,0,249750,249750,0,196516.75,0,0,0,0,0,125000,71516.75,0,0,566537.5,210345,0,83867.5,94825,175000,0,2500,1,4,3.2,2.3,71.6,4,,,
331,1,3,1,0,0,0,1,2,1,1,1,49,6,1,J,2,1,0,0,0,0,0,0,2,2,4,1950,390000,0,84,2,1925.1771,10,9,,9,9,,8,2352079.667,1600653.333,93768.66667,0,3747.666667,7067.666667,0,8230,1205.333333,1221,322.3333333,8953.333333,0,7911,6406.333333,0,15177.66667,433.3333333,12899,18493.33333,1700,4265.666667,4265.666667,0,141236.6667,114759,0,1366.666667,1666.666667,23444.33333,0,63333.33333,0,0,4383.333333,35233.33333,23716.66667,229519,3463.333333,0,0,3666.666667,221111,0,0,0,1277.666667,0,120440,41211,566.6666667,0,78662.33333,0,0,0,69922.33333,0,0,0,33772.33333,9366.666667,8700,16561,555.6666667,966.6666667,192527.3333,0,169744,22783.33333,41941,0,0,0,0,0,0,0,0,8755.666667,20555.66667,0,0,0,1555.666667,5911,0,3441,0,1722.333333,0,222222.3333,0,0,0,0,195555.6667,162222.3333,33333.33333,26666.66667,234883.3333,216439,18444.33333,186594,9166.666667,0,95980.33333,4444.333333,0,0,77002.66667,0,0,751426.6667,274675.6667,0,72900,129071,4116.666667,246666.6667,23996.66667,1,6,5.9,2.6,44.7,6,,,
337,1,1,1,0,0,0,1,1,3,1,2,33,6,1,J,2,1,0,0,0,0,0,0,4,0,4,630,210000,0,63,2,1636.9474,8,7,,8,7,,6,5498800,3650064,172489,0,13048,35647,15975,6245,0,0,1095,3486,4495,15985,4545,0,12755,345,39743,9155,9970,25185,25185,0,469330,179738,96188,85660,6000,101745,0,106220,0,15000,7495,30000,53725,177359,0,35000,0,28450,28500,0,0,5650,79759,0,117490,18490,10300,0,88700,0,0,0,135625,0,0,0,0,0,53000,20000,56375,6250,139900,1340,0,138560,993925,0,0,0,0,0,0,0,0,16500,14000,0,429890,271840,2000,122169,7000,15180,14745,43500,57102,24250,0,0,0,0,24250,0,24250,0,550330,550330,0,737961,391000,0,157145,0,4150,0,160666,0,25000,1848736,474310,0,218700,238700,387311,499010,30705,1,2,4.7,27.2,576.2,2,,,
344,1,6,2,0,0,1,0,3,1,1,1,36,6,1,J,2,1,0,0,0,0,0,0,4,1,4,840,280000,0,73,2,4707.9228,8,7,,8,7,,6,1004034,861759.5,163842.8333,5583.833333,7546.333333,14189.66667,11486.66667,5413.833333,7005,1625,3042.5,15336,1841.333333,13090.5,11489.66667,1237.166667,27851.5,2416.333333,26288,5114.833333,3285.5,10744.83333,10744.83333,0,38828.33333,24317.5,3908,1239.666667,2375,4280,2708.333333,20760.83333,0,0,4579.666667,7500,8681.333333,15966,0,0,2458.333333,3028.333333,2329.166667,4316.666667,166.6666667,1563,2103.833333,0,56112.5,23847.83333,10536.66667,3917.166667,16406.66667,362.5,1041.666667,0,78798,0,0,0,12846.33333,6741.666667,8100,30070.83333,20814.16667,225,15605.5,0,1638.833333,13966.66667,232645.6667,1698,0,46826.66667,0,0,0,0,0,8769.666667,11213.33333,0,245.8333333,0,3433.333333,17030.33333,0,250,0,0,143178.6667,28729.16667,0,0,0,0,18312.5,18187.5,125,10416.66667,159278,158194.6667,1083.333333,40448.5,9333.333333,0,5044,458.3333333,4416.666667,0,19452.5,0,1743.666667,142274.5,32810.5,0,29646.66667,27708.33333,14413.16667,31445.83333,6250,1,3,19,27,142,3,,,
365,1,4,2,0,0,1,0,2,1,1,1,46,6,1,J,3,1,0,0,0,0,0,0,2,1,4,1079,370000,0,84,2,4637.7995,8,8,,8,8,,7,1600818.5,1377354,214132.5,8841.5,13252,14315.5,17009,4580.5,14000,6349,1867,11845,988,51525.75,8282.5,0,23879.5,1802,21192,10883.5,3520,33356.5,13434,19922.5,44632.5,8583,4365,1652.75,3610,26421.75,0,78291,0,18323,14971,27309.5,17687.5,27011.5,0,0,0,999,20377.5,0,2629,0,3006,0,120282.5,22539,449,56500,28484.5,1560,10750,0,224322.5,0,0,142500,41420,2762.5,0,7750,29490,400,147864.5,0,113650,34214.5,85124.25,0,0,0,0,0,0,0,0,10850.25,5753,0,0,0,9955,34573,0,16873,845,6275,0,136814.5,3300,3300,0,0,105060.5,105060.5,0,28454,154105,154105,0,111416.5,6890,0,12363.25,7478,4786,52250,9664.25,1750,16235,223464.5,64589.5,0,54675,52310,0,44890,7000,1,5,15.5,6.2,39.8,5,,,
390,1,1,1,0,0,0,1,1,3,1,2,24,6,1,J,3,1,0,0,0,0,0,0,1,0,6,385,25000,300,22,2,10346.2778,3,2,,3,2,,2,1036296,827358,85979,136,4490,13210,2259,11460,0,251,935,3053,0,2872,2718,0,18547,682,18220,1565,5580,2124,2124,0,54579,48112,1545,900,0,4021,0,301604,277273,635,6603,0,17094,12023,0,0,0,1982,345,0,1745,1286,6664,0,49365,16320,4045,19009,2845,7145,0,0,28300,0,0,0,0,0,0,15573,12727,0,44663,0,0,44663,21573,0,0,0,0,0,0,0,0,1727,11514,0,0,0,91,7832,0,0,0,409,0,0,0,0,0,0,0,0,0,0,158961,158961,0,68187,0,0,14479,1591,355,0,51763,0,0,208938,38390,0,77459,79453,0,13636,0,1,1,10.4,2.6,25.1,1,,,
409,1,3,2,0,0,1,0,2,1,1,1,37,6,1,J,3,1,0,0,0,0,0,0,2,1,1,1200,0,0,60,1,1545.7011,9,8,,9,8,,7,1412828,763988,107454,0,1855,20366.66667,8933.333333,5643.333333,2804.666667,1150,926.6666667,11813.33333,0,13345,6736.666667,0,18238.33333,1860,9109.333333,3713.333333,958.3333333,416.6666667,416.6666667,0,66466.66667,57966.66667,0,8500,0,0,0,54196.66667,0,0,10380,18936.66667,24880,44441.66667,0,20366.66667,18166.66667,0,0,3150,2666.666667,0,91.66666667,0,40116.66667,5900,2966.666667,0,31250,0,0,0,63316.66667,0,0,0,24166.66667,22883.33333,0,10683.33333,5583.333333,0,21443,0,0,21443,79925,0,0,0,0,0,0,0,0,8000,0,3333.333333,14550,6666.666667,27250,14641.66667,0,0,0,5483.333333,0,63833.33333,0,0,0,0,63833.33333,45500,18333.33333,0,212100,212100,0,10278,0,0,4008.333333,0,0,0,6186.333333,0,83.33333333,648840,109646.6667,0,72900,93016.66667,371151.6667,0,2125,1,3,14.1,10.5,74.4,3,,,
410,1,3,2,0,0,1,0,2,1,1,1,37,6,1,J,3,1,0,0,0,0,0,0,2,1,1,1200,0,0,60,1,1545.7011,10,10,,10,10,,8,2211437.667,1354774.333,102613.3333,0,2115,6300,23083.33333,915,5950,0,1313.333333,14921.66667,4600,14650,1073.333333,0,21073.33333,1480,1938.333333,1833.333333,1366.666667,1500,0,1500,175300,172800,0,0,2500,0,0,57630,0,0,19405,19971.66667,18253.33333,24390,0,15966.66667,0,0,0,0,3980,1250,3193.333333,0,89718.33333,3735,500,0,1533.333333,83950,0,0,66933.33333,0,0,0,32333.33333,1866.666667,0,5216.666667,26433.33333,1083.333333,45163.66667,666.6666667,0,44497,69241.66667,3016.666667,0,0,0,0,0,0,0,27091.66667,0,1666.666667,0,0,9833.333333,15500,0,10950,0,1183.333333,0,355500,155500,155500,0,0,160000,160000,0,40000,268011.6667,207970,60041.66667,98772.33333,15000,0,55833.33333,1133.333333,0,0,25472.33333,0,1333.333333,856663.3333,232435,0,137516.6667,138070,0,316666.6667,31975,1,3,7.6,5.1,67.5,3,,,
425,1,1,1,0,0,0,1,1,3,1,1,32,6,1,J,2,1,0,0,0,0,0,0,1,0,6,312,3000,300,15,2,4499.0951,5,4,,5,4,,4,2295126,1311141,184716,9980,10530,9558,28508,6081,0,0,0,10956,0,5166,14119,0,24828,2432,23426,3580,35552,0,0,0,7920,3120,0,0,1600,3200,0,328832,300000,0,9216,0,19616,269885,0,0,0,1600,224070,30000,8424,2260,3530,0,12800,800,0,0,0,12000,0,0,78040,0,0,0,0,0,14040,0,64000,0,72410,0,20000,52410,52806,5500,0,0,0,0,0,0,0,6166,7780,700,3360,0,26900,0,1600,0,0,800,0,0,0,0,0,0,0,0,0,0,271754,271754,0,31978,3400,0,3060,0,6900,0,18618,0,0,983985,114608,0,141750,132527,0,551600,43500,1,2,14.1,4,28.6,2,,,
427,2,1,1,0,0,0,1,1,3,1,1,32,6,1,J,2,5,0,0,0,0,0,0,1,0,6,352,3000,340,20,2,5364.8458,6,,8,6,,7,5,3514968,2886663,179750,1100,0,4225,6883,3915,0,0,497,0,0,0,500,0,42153,163,84283,333,35697,95502,13418,82083,206071,196071,7500,0,0,0,2500,365663,340000,0,7548,0,18115,11008,0,0,0,0,0,0,0,150,10858,0,140342,44225,0,33450,783,61883,0,0,325100,0,0,0,0,0,10492,127933,186675,0,79419,0,5517,73903,569975,0,0,0,0,0,0,0,0,0,39650,0,0,0,68833,37850,0,19483,0,0,404158,283750,0,0,0,0,283750,120000,163750,0,424998,424998,0,205085,85000,0,12475,12667,43523,0,9753,0,41667,628305,97305,0,104350,157780,80537,100000,88333,1,2,6.2,19.7,317.1,2,,,
430,1,3,2,0,0,1,0,2,1,1,1,45,6,1,J,2,1,0,0,0,0,0,0,2,2,1,2750,0,0,85,1,8397.5922,10,10,,10,10,,8,2968504.667,1700286.333,204203.3333,13328,10198,19915.33333,40270,8019,1605,2360.666667,8754.666667,14612.33333,1064,7314,6316,3597.333333,22487.33333,2514.333333,21754.33333,4390.666667,15702,1026.666667,1026.666667,0,74272,66083.66667,273.3333333,1595,833.3333333,5486.666667,0,83875,0,0,14238.66667,34147.66667,35488.66667,118408.3333,27742.66667,2878.333333,1333.333333,10253.66667,37722.66667,27460,2305,2229.333333,6483.333333,0,44569.33333,21004,3162,0,20236.66667,166.6666667,0,0,271170,233333.3333,0,2550,32000,1433.333333,0,1303.333333,250,300,48435.66667,260,1123.333333,47052.33333,175329.6667,933.3333333,0,8535,853.3333333,0,0,16666.66667,0,30647.33333,9411.333333,6719.333333,0,0,21276.33333,14325.66667,0,51104,313.3333333,14544,0,404543,26070,26070,0,0,347596.6667,347596.6667,0,30876.33333,132768.6667,125435.3333,7333.333333,141684.3333,24221.66667,660,38828.33333,776.6666667,6331.666667,0,70616,0,250,1268218.667,566841.6667,360,114434.6667,180349.6667,276910.6667,85000,44322,1,5,12,10.3,85.9,5,,,
434,1,3,1,0,0,0,1,2,1,1,1,52,6,1,J,3,1,0,0,0,0,0,0,2,1,1,2450,0,0,85,1,3454.4246,9,9,,9,9,,8,2144661,1357392,139216,23233.33333,4969.333333,18464.33333,20330,3223.333333,2116.666667,1623.333333,1222.666667,2724.333333,0,16545,7484.333333,0,19053.33333,4520,2606,7338.333333,3762.666667,4106.666667,4106.666667,0,78349.33333,72599.33333,0,0,0,5750,0,57151.66667,0,0,11734.33333,30515,14902.66667,27237.66667,0,0,0,0,5416.666667,11250,0,0,1112.666667,9458.333333,52113.33333,13798.33333,1435,0,36880,0,0,0,160408.3333,0,0,70833.33333,75166.66667,416.6666667,0,3996,9621,375,30180,0,0,30180,69206.66667,0,0,0,0,0,0,0,0,0,0,0,9215,2083.333333,24750,21783.33333,0,11375,0,0,0,442750,297000,0,0,297000,145750,5750,140000,0,204490,204490,0,92183,41208.33333,0,8206,1666.666667,833.3333333,0,40268.66667,0,0,787269.3333,471312.6667,0,72900,111511.6667,16666.66667,83333.33333,31545,1,6,10.3,5.1,49.7,6,,,
452,1,2,1,0,0,0,1,1,1,1,1,33,5,1,J,2,1,0,0,0,0,0,0,4,1,4,1130,340000,0,65,2,5577.6542,6,5,,6,5,,4,1352532,971175,109084.5,9293,6143,5770,12014.5,8755.5,2278.5,1493,3906.5,7931.5,1570,7518,8255.5,1602,12266.5,4015.5,6645.5,2739.5,6886.5,24310.5,24310.5,0,103071.5,66814.5,8464.5,6371.5,2893,18528.5,0,54187,0,0,7147,15000,32040,13986.5,1643,928.5,0,314.5,0,0,3493,3085.5,4522,0,45046.5,16443,3057,0,25546.5,0,0,0,189625,0,0,46207,105357,21714.5,0,307,16039.5,0,52488,0,700,51788,26893,643,0,0,0,0,0,0,0,0,250,3571.5,0,0,8857,13357,0,0,0,214.5,0,0,0,0,0,0,0,0,0,0,269548.5,253834.5,15714.5,82934.5,14150,0,24293,6807,12614.5,0,25070,0,0,381357,59000,0,85857,73928.5,84000,78571.5,0,1,2,11.2,2.8,24.7,2,,,
463,1,1,1,0,0,0,1,1,3,1,1,30,6,1,J,3,1,0,0,0,0,0,0,1,1,6,650,5000,500,33,2,6842.5188,3,2,,3,2,,3,1742840,1584042,97234,0,17976,9771,19444,0,0,0,13967,6926,0,1057,3397,0,11356,420,5881,714,6324,26269,6983,19286,204159,193986,0,1843,0,8330,0,546816,500000,0,14396,0,32420,3803,0,0,0,0,0,0,0,0,3803,0,283444,26944,0,0,256500,0,0,0,85406,0,0,0,29286,0,7414,47651,0,1054,79470,0,0,79470,6091,0,0,0,0,0,0,0,0,0,0,0,0,0,429,5234,0,0,0,429,0,0,0,0,0,0,0,0,0,0,184451,184451,0,66899,3029,2389,23447,0,22600,0,15292,0,143,158799,28791,0,50000,80007,0,0,0,1,2,6.1,0.4,6.3,2,,,
465,1,2,1,0,0,0,1,2,2,1,2,50,6,1,J,2,1,1,0,0,0,1,0,1,0,4,480,160000,0,49,2,3208.3762,7,6,,7,6,,5,2522561.5,1057765,52872.5,0,12007.5,8369,7522.5,1028,0,562.5,0,3418,0,0,7015,0,6675,0,4762.5,0,1512.5,19175,19175,0,100850,79750,1725,3750,750,14875,0,45065.5,0,0,7200.5,0,37865,21244,0,0,0,0,0,13231.5,0,762.5,7250,0,45176.5,8625,0,0,34164,2387.5,0,0,56100,0,0,0,0,6700,0,45650,3750,0,45220,0,0,45220,137438.5,0,0,30182.5,0,0,0,0,0,6875,0,4600,0,0,12125,53242,0,7526.5,0,22887.5,0,0,0,0,0,0,0,0,0,0,379532.5,365532.5,14000,155091.5,35500,0,31589,3750,0,0,83947.5,125,180,1464796.5,58045,0,72000,64000,232001.5,992500,46250,1,6,5,13,259.9,6,,,
476,1,2,2,0,0,0,1,1,3,1,1,26,5,1,J,2,1,0,0,0,0,0,0,1,1,6,820,130000,300,60,2,4812.5537,7,6,,7,6,,5,1039734.5,790289,73114,0,6681.5,7493.5,7015,2214,0,358.5,1748.5,3056,816.5,876,3215,833.5,7576.5,3906,4548.5,6849,15926.5,7327.5,7327.5,0,103956,70814.5,1916.5,4375,941.5,25908.5,0,183134,150000,0,3711,15000,14423.5,8475,0,333.5,0,3416.5,0,0,3000,83.5,1641.5,0,3966.5,2283.5,1208.5,83.5,391.5,0,0,0,80963.5,0,0,0,3333.5,3435,0,15211.5,58742,241.5,90696,231,10608.5,79857,59215,15750,991.5,0,1333.5,0,0,0,0,1333.5,833.5,0,0,0,7083.5,16231.5,3333.5,2958.5,0,9366.5,0,0,0,0,0,0,0,0,0,0,159366,142699,16666.5,20075,5408.5,0,8191.5,1366.5,2633.5,0,2425,0,50,249446,10660,0,85116.5,82786,0,65833.5,5050,1,1,9.3,7.5,81,1,,,
481,1,1,1,0,0,0,1,1,3,1,2,52,5,1,J,3,1,0,0,0,0,0,0,4,1,4,800,200000,0,52,2,6254.6326,3,2,,3,2,,2,1441967,752624,98727,9690,3271,8899,15552,1095,1163,1940,1985,9648,1377,12673,15595,0,3664,2567,4298,1735,3575,0,0,0,103472,85491,5480,3850,4661,3990,0,100918,0,0,13863,30000,57055,22396,650,0,0,13060,1000,0,1198,2465,4023,0,46060,8120,0,0,31620,6320,0,0,150300,0,0,700,112000,1920,7380,20050,8250,0,43547,0,0,43547,40740,0,0,0,0,0,0,0,0,0,0,1200,0,0,100,38400,0,0,0,1040,0,0,0,0,0,0,0,0,0,0,74658,74658,0,71806,9700,0,12656,1600,5100,0,42750,0,0,689344,47622,2000,83700,62706,483316,10000,0,1,6,13.1,5.4,41.3,6,,,
488,2,2,2,0,0,1,0,1,1,1,1,48,4,1,J,2,5,0,0,0,1,0,0,4,1,6,2000,20000,1900,60,2,4855.163,7,,9,7,,8,6,3495199.5,2669956,144846,4991.5,4003.5,29075,17578.5,1846,0,1666.5,283.5,4770,0,10915,13540,1206.5,8671,7873.5,23334,4858.5,10233.5,40875,2875,38000,112676.5,55316.5,0,6083.5,10751.5,32441.5,8083.5,1080177.5,950000,0,9456.5,50000,70721,71900.5,0,0,0,1841.5,1644,42718.5,9811,2591.5,13294,0,86910,25426.5,1166.5,33666.5,23900,2750,0,0,165902.5,0,0,19276,76750,14916.5,0,50535,0,4425,89663.5,0,1181.5,88481.5,105875.5,0,0,0,0,0,0,0,0,0,10750,5416.5,13372.5,15950,0,49761,0,5800,0,4825,0,0,0,0,0,0,0,0,0,0,451961.5,451961.5,0,319167.5,156766.5,0,94652,0,0,0,27465.5,358.5,39925,825244,13541.5,9333.5,84230.5,35638,0,682500,0,1,5,5.4,4,73.1,5,,,
507,1,1,1,0,0,0,1,1,3,1,1,29,7,1,J,2,1,0,0,0,0,0,0,1,0,6,540,1000,420,23,2,7739.6479,2,1,,2,1,,2,1396608,1307005,100485,5860,9454,8255,8990,3880,793,0,2081,7413,673,5726,3434,0,21214,475,17989,200,4050,68303,10753,57550,116950,86775,1248,9950,5375,13603,0,446031,420000,0,1624,0,24408,9163,0,0,0,563,0,0,4000,1125,3475,0,27488,14125,0,0,13363,0,0,0,85872,0,0,0,0,0,0,22918,62955,0,65558,0,0,65558,62898,0,0,20749,0,0,0,0,0,0,0,0,0,0,2125,23972,0,15053,0,1000,0,0,0,0,0,0,0,0,0,0,292180,282180,10000,32078,4125,0,12511,10198,1813,0,2807,0,625,89603,5891,0,38403,26559,0,6250,12500,1,2,7.7,4.8,62.6,2,,,
543,1,3,2,0,0,1,0,2,1,1,1,34,6,1,J,1,1,0,0,0,0,0,0,2,1,1,2000,0,0,114,1,1545.7011,10,10,,10,10,,8,1276755.333,883949.3333,144028.6667,4298.333333,5649.333333,9091.666667,19873.33333,2581.666667,1266.666667,0,0,27238,0,28500,23341.33333,3563.333333,9060,0,3995,4736.666667,833.3333333,13605,13605,0,117841.6667,68983.33333,5500,0,500,42858.33333,0,85776.66667,0,0,11456.66667,32343.33333,41976.66667,215223,0,0,0,1453.333333,180700,5966.666667,15218,663.3333333,11221.66667,0,62278.33333,7221.666667,29923.33333,0,25133.33333,0,0,0,40350,0,0,666.6666667,35333.33333,883.3333333,0,1400,2066.666667,0,33445.33333,0,0,33445.33333,9220,0,0,0,0,0,0,0,0,4881.666667,0,0,0,0,0,1216.666667,0,3121.666667,0,0,0,0,0,0,0,0,0,0,0,0,75110.66667,75110.66667,0,87070.33333,833.3333333,0,22185,0,13283.33333,0,49102,1666.666667,0,392806.3333,85181.66667,0,72900,95378.33333,80784.66667,0,58561.66667,1,3,16.3,1,6.4,3,,,
547,1,3,2,0,0,1,0,2,1,1,2,33,6,1,J,3,1,0,0,0,0,0,0,2,1,1,1500,0,0,79,1,9341.2634,8,8,,8,8,,7,1032656.333,768516.6667,70261,3218,4156.333333,7513.666667,9939.333333,3138,503.6666667,1042.666667,424.3333333,7185.666667,0,15883.33333,5534,523,6891,395.6666667,1051,1236.666667,1624,1129.333333,1129.333333,0,98782.66667,92836,2992,2292,370.3333333,292.6666667,0,74614.66667,0,0,5698,35265.66667,33651,8340.666667,0,0,0,1440.666667,2407.333333,0,3740.666667,222,530,0,5092.666667,1833.333333,1481.333333,0,1596.333333,181.3333333,0,0,54822.33333,0,0,148,36266.66667,18.66666667,0,6537,11852,0,37456.33333,0,0,37456.33333,40726,0,0,0,0,0,0,0,0,12937,0,0,0,0,10400,13914.66667,0,2570.333333,0,903.6666667,0,56629.66667,0,0,0,0,56629.66667,56629.66667,0,0,141985.3333,141985.3333,0,178676.6667,17666.66667,0,4406.333333,0,140740.6667,0,15863,0,0,264139.6667,103098.6667,0,60751,66956.66667,0,33333.33333,0,1,2,9.1,5.3,58,2,,,
560,1,3,2,0,0,1,0,2,1,1,1,42,6,1,J,5,1,0,0,0,0,1,0,2,1,1,1500,0,0,140,1,626.3154,9,9,,9,8,,8,1911647,1308813.667,103376.6667,15503.33333,2933.333333,3600,19420,1120,17646.66667,0,3663.333333,8800,0,5633.333333,15130,0,4000,2000,2260,0,1666.666667,0,0,0,397333.3333,343000,0,33366.66667,0,20966.66667,0,76520,0,0,10300,40220,26000,9666.666667,0,0,0,0,0,9666.666667,0,0,0,0,23333.33333,15600,0,0,7733.333333,0,0,0,106146.6667,0,0,0,28000,0,0,0,76813.33333,1333.333333,72160.66667,0,0,72160.66667,51894,0,0,0,0,0,0,0,0,0,0,0,833.3333333,0,0,11060.66667,0,0,0,3333.333333,36666.66667,149500,0,0,0,0,133333.3333,133333.3333,0,16166.66667,212340,212340,0,106542.3333,11333.33333,0,41693.33333,0,18666.66667,0,19515.66667,0,15333.33333,602833.3333,61333.33333,0,102900,105266.6667,0,333333.3333,0,1,4,7.9,4,50.2,4,,,
